Tamanho,Threads,Tempo
1000000,26,4771266
1000000,27,4664370
1000000,28,2692085
1000000,29,1616090
1000000,30,1355128
1000000,31,3787858
1000000,32,4392526
1000000,33,4640075
1000000,34,3141258
1000000,35,3754326
1000000,36,4744696
1000000,37,5076117
1000000,38,3252468
1000000,39,4526183
1000000,40,4788127
1000000,41,4383513
1000000,42,3262680
1000000,43,3112141
1000000,44,12096131
1000000,45,3941645
1000000,46,4217561
1000000,47,5197494
1000000,48,2289699
1000000,49,3052750
1000000,50,4657482
1000000,51,4406722
1000000,52,4659494
1000000,53,3593028
1000000,54,3942746
1000000,55,6832821
1000000,56,2058217
1000000,57,3995766
1000000,58,5276676
1000000,59,6130895
1000000,60,4964635
1000000,61,6368789
1000000,62,5670317
1000000,63,5588113
1000000,64,5539016
1000000,65,4711139
1000000,66,2807474
1000000,67,4844532
1000000,68,6245043
1000000,69,5274444
1000000,70,5790747
1000000,71,8722111
1000000,72,4450352
1000000,73,5419693
1000000,74,4539851
1000000,75,5962764
1000000,76,4254156
1000000,77,3888885
1000000,78,1277704
1000000,79,1383646
1000000,80,1740356
1000000,81,1223789
1000000,82,1274050
1000000,83,1572279
1000000,84,4883697
1000000,85,4342534
1000000,86,3302869
1000000,87,1774464
1000000,88,1239618
1000000,89,2910397
1000000,90,4240727
1000000,91,4538157
1000000,92,1900592
1000000,93,1704745
1000000,94,1539765
1000000,95,1722835
1000000,96,1872485
1000000,97,5399000
1000000,98,4618558
1000000,99,2821840
1000000,100,1372815
10000000,1,21226321
10000000,2,23101102
10000000,3,23607003
10000000,4,34152125
10000000,5,41679643
10000000,6,12772896
10000000,7,18515412
10000000,8,20658885
10000000,9,14478957
10000000,10,16184527
10000000,11,11415419
10000000,12,16094211
10000000,13,23493803
10000000,14,16512437
10000000,15,16582444
10000000,16,14731676
10000000,17,30751844
10000000,18,31823469
10000000,19,26812869
10000000,20,36352666
10000000,21,21080877
10000000,22,23125447
10000000,23,25075660
10000000,24,16991747
10000000,25,29304434
10000000,26,15965385
10000000,27,18440117
10000000,28,18743377
10000000,29,14083450
10000000,30,15929856
10000000,31,29498408
10000000,32,15487796
10000000,33,19020320
10000000,34,15073837
10000000,35,16554360
10000000,36,27588415
10000000,37,28216482
10000000,38,31824979
10000000,39,25944191
10000000,40,38203542
10000000,41,51551211
10000000,42,42084626
10000000,43,53357464
10000000,44,47179324
10000000,45,40610950
10000000,46,26762172
10000000,47,41954713
10000000,48,35093008
10000000,49,35139675
10000000,50,35113881
10000000,51,35688122
10000000,52,28034079
10000000,53,35298673
10000000,54,33527195
10000000,55,37306066
10000000,56,26986947
10000000,57,37259992
10000000,58,37329837
10000000,59,31430853
10000000,60,27556171
10000000,61,15159108
10000000,62,24877562
10000000,63,15367092
10000000,64,17835769
10000000,65,14059817
10000000,66,16090521
10000000,67,25611376
10000000,68,15042072
10000000,69,18972200
10000000,70,16367940
10000000,71,15195875
10000000,72,16324824
10000000,73,26213461
10000000,74,17667501
10000000,75,17843828
10000000,76,25422872
10000000,77,30762325
10000000,78,15597076
10000000,79,20517732
10000000,80,19880183
10000000,81,22014043
10000000,82,15339271
10000000,83,30856723
10000000,84,14360339
10000000,85,14572035
10000000,86,27330215
10000000,87,14445115
10000000,88,15443141
10000000,89,17589732
10000000,90,14433060
10000000,91,19183394
10000000,92,23060413
10000000,93,14912345
10000000,94,17792433
10000000,95,13348755
10000000,96,16885441
10000000,97,24739251
10000000,98,14739335
10000000,99,18257130
10000000,100,14216141
100000000,1,262221032
100000000,2,285632886
100000000,3,258848463
100000000,4,246416253
100000000,5,248162753
100000000,6,128649324
100000000,7,189565434
100000000,8,133630018
100000000,9,151793155
100000000,10,142414673
100000000,11,146687566
100000000,12,149323059
100000000,13,172591382
100000000,14,136208937
100000000,15,159412423
100000000,16,145034481
100000000,17,152899361
100000000,18,126875182
100000000,19,142666743
100000000,20,150633341
100000000,21,164512649
100000000,22,146644310
100000000,23,133808109
100000000,24,153848582
100000000,25,139318020
100000000,26,140521714
100000000,27,199443039
100000000,28,129588432
100000000,29,140308532
100000000,30,140552274
100000000,31,156137956
100000000,32,150152823
100000000,33,139439279
100000000,34,142567266
100000000,35,147044416
100000000,36,226658560
100000000,37,309868092
100000000,38,287363535
100000000,39,336031608
100000000,40,323592601
100000000,41,201431634
100000000,42,213241542
100000000,43,143290818
100000000,44,129971197
100000000,45,138945781
100000000,46,133299604
100000000,47,170721442
100000000,48,189467427
100000000,49,148862588
100000000,50,226765586
100000000,51,155185553
100000000,52,194880387
100000000,53,211999984
100000000,54,213836196
100000000,55,287583010
100000000,56,205556506
100000000,57,209759167
100000000,58,175638665
100000000,59,193501932
100000000,60,239053316
100000000,61,184382907
100000000,62,139028196
100000000,63,133707038
100000000,64,134780611
100000000,65,130537887
100000000,66,145181409
100000000,67,134187468
100000000,68,128287416
100000000,69,194621240
100000000,70,275294426
100000000,71,222900075
100000000,72,144752272
100000000,73,143086643
100000000,74,178331875
100000000,75,147839635
100000000,76,139100138
100000000,77,143995973
100000000,78,125513113
100000000,79,153028077
100000000,80,126835242
100000000,81,139222591
100000000,82,232582373
100000000,83,176045600
100000000,84,136884519
100000000,85,198097576
100000000,86,184334048
100000000,87,125589695
100000000,88,151903794
100000000,89,135149307
100000000,90,189219690
100000000,91,197973549
100000000,92,136540084
100000000,93,142994466
100000000,94,157840541
100000000,95,135812742
100000000,96,131614485
100000000,97,142663826
100000000,98,153097241
100000000,99,141646315
100000000,100,182628451
